transcript_id,gene_id,gene_name,chromosome,start,end,strand
ENST00000753239.1,MSTRG.4297,ENSG00000298139,KI270713.1,21926,25193,+
ENST00000753240.1,MSTRG.4297,ENSG00000298139,KI270713.1,22370,25193,+
ENST00000753241.1,MSTRG.4297,ENSG00000298139,KI270713.1,22416,25193,+
ENST00000774229.1,MSTRG.4298,ENSG00000300815,KI270714.1,2865,9624,-
ENST00000849365.1,MSTRG.4300,ENSG00000310376,KI270733.1,113837,140657,+
ENST00000849366.1,MSTRG.4300,ENSG00000310376,KI270733.1,121426,140657,+
ENST00000849530.1,MSTRG.4301,ENSG00000310392,KI270733.1,120506,121345,-
ENST00000849529.1,MSTRG.4301,ENSG00000310392,KI270733.1,120506,121345,-
MSTRG.4303.1,MSTRG.4303,NA,X,20132182,20141690,-
ENST00000741449.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83370,88844,+
ENST00000741450.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83379,88819,+
ENST00000741451.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83382,88815,+
ENST00000741447.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83398,101630,+
ENST00000741448.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83405,101630,+
ENST00000741453.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83411,88816,+
ENST00000741452.1,ENSG00000296732.1,ENSG00000296732,GL000008.2,83413,88819,+
ENST00000741649.1,ENSG00000296756.1,ENSG00000296756,GL000008.2,197400,208592,-
ENST00000741648.1,ENSG00000296756.1,ENSG00000296756,GL000008.2,197403,208600,-
ENST00000749351.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5121,16309,+
ENST00000749345.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5154,35303,+
ENST00000749346.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5162,35303,+
ENST00000749347.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5163,35303,+
ENST00000749348.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5163,35303,+
ENST00000749350.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5183,32330,+
ENST00000749349.1,ENSG00000297619.1,ENSG00000297619,GL000009.2,5197,35307,+
ENST00000743439.1,ENSG00000296902.1,ENSG00000296902,GL000009.2,35394,38152,+
ENST00000820437.1,ENSG00000306721.1,ENSG00000306721,GL000009.2,116443,124835,-
ENST00000820438.1,ENSG00000306721.1,ENSG00000306721,GL000009.2,117887,124849,-
ENST00000820440.1,ENSG00000306721.1,ENSG00000306721,GL000009.2,119319,124826,-
ENST00000820439.1,ENSG00000306721.1,ENSG00000306721,GL000009.2,119328,124840,-
ENST00000836772.1,ENSG00000308844.1,ENSG00000308844,GL000009.2,184591,186420,-
ENST00000758018.1,ENSG00000298793.1,ENSG00000298793,GL000194.1,10561,28352,-
ENST00000758019.1,ENSG00000298793.1,ENSG00000298793,GL000194.1,10563,28350,-
ENST00000758020.1,ENSG00000298793.1,ENSG00000298793,GL000194.1,19431,28325,-
ENST00000758021.1,ENSG00000298793.1,ENSG00000298793,GL000194.1,19439,28329,-
ENST00000758022.1,ENSG00000298793.1,ENSG00000298793,GL000194.1,19487,28340,-
ENST00000757899.1,ENSG00000298772.1,ENSG00000298772,GL000194.1,30695,38784,+
ENST00000757898.1,ENSG00000298772.1,ENSG00000298772,GL000194.1,30695,44311,+
ENST00000757896.1,ENSG00000298772.1,ENSG00000298772,GL000194.1,30695,45521,+
ENST00000757897.1,ENSG00000298772.1,ENSG00000298772,GL000194.1,30734,45509,+
ENST00000797500.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,2579,31797,-
ENST00000797512.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,13831,31830,-
ENST00000797498.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,18512,86689,-
ENST00000797516.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,19055,31808,-
ENST00000797768.1,ENSG00000303875.1,ENSG00000303875,GL000195.1,20094,34804,+
ENST00000797499.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,49961,86624,-
ENST00000797501.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,63183,86689,-
ENST00000797502.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,64257,86686,-
ENST00000797503.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,65988,86676,-
ENST00000797504.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,67516,86850,-
ENST00000797505.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,67522,86682,-
ENST00000797507.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,67954,86666,-
ENST00000797506.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,67954,86729,-
ENST00000797509.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,68018,86641,-
ENST00000797510.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,68039,86656,-
ENST00000797508.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,68039,86689,-
ENST00000797511.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,68041,86641,-
ENST00000797514.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,70831,86625,-
ENST00000797513.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,70831,86700,-
ENST00000797515.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,73765,86691,-
ENST00000797518.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,82912,86795,-
ENST00000797520.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,82936,86691,-
ENST00000797517.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,82936,87094,-
ENST00000797519.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,82938,86737,-
ENST00000797522.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83288,86719,-
ENST00000797521.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83292,86735,-
ENST00000797531.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86635,-
ENST00000797530.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86682,-
ENST00000797528.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86687,-
ENST00000797529.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86687,-
ENST00000797527.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86693,-
ENST00000797525.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86697,-
ENST00000797526.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86697,-
ENST00000797524.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86715,-
ENST00000797523.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83300,86729,-
ENST00000797532.1,ENSG00000303853.1,ENSG00000303853,GL000195.1,83488,86676,-
ENST00000797914.1,ENSG00000303892.1,ENSG00000303892,GL000195.1,86829,96438,+
ENST00000797915.1,ENSG00000303892.1,ENSG00000303892,GL000195.1,86853,96438,+
ENST00000731702.1,ENSG00000295668.1,ENSG00000295668,GL000195.1,110909,121354,-
ENST00000832313.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137841,141790,+
ENST00000832314.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137858,141790,+
ENST00000832316.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137867,141789,+
ENST00000832315.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137867,141790,+
ENST00000832317.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137910,141790,+
ENST00000832318.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137914,141789,+
ENST00000832319.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137926,141789,+
ENST00000832311.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137926,143210,+
ENST00000832321.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137934,141719,+
ENST00000832305.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137936,144497,+
ENST00000832322.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137940,141363,+
ENST00000832323.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137940,141363,+
ENST00000832324.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137950,141363,+
ENST00000832306.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137950,144500,+
ENST00000832310.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137958,143590,+
ENST00000832307.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137958,144501,+
ENST00000832302.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137958,145071,+
ENST00000832320.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137960,141789,+
ENST00000832325.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137964,141363,+
ENST00000832303.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137964,144844,+
ENST00000832326.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137967,141363,+
ENST00000832304.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137967,144696,+
ENST00000832327.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137969,141363,+
ENST00000832309.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137989,144498,+
ENST00000832308.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,137989,144501,+
ENST00000832312.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,138000,142357,+
ENST00000832328.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,138016,141363,+
ENST00000832330.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,138024,140920,+
ENST00000832329.1,ENSG00000308185.1,ENSG00000308185,GL000195.1,138249,141361,+
ENST00000823610.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,55061,55918,-
ENST00000823602.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,57130,63658,-
ENST00000823603.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,58122,63884,-
ENST00000823606.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59319,63898,-
ENST00000823605.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59461,64045,-
ENST00000823604.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59461,64117,-
ENST00000823764.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59464,63222,-
ENST00000823754.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59464,64309,-
ENST00000823607.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59716,63869,-
ENST00000823779.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59905,63007,-
ENST00000823608.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,59910,63680,-
ENST00000824251.1,ENSG00000307143.1,ENSG00000307143,GL000205.2,59934,60904,+
ENST00000823609.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,60910,64053,-
ENST00000823730.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,75510,86800,-
ENST00000824359.1,ENSG00000307166.1,ENSG00000307166,GL000205.2,75648,85014,+
ENST00000823976.1,ENSG00000307122.1,ENSG00000307122,GL000205.2,75988,100753,+
ENST00000823742.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,133703,140743,-
ENST00000823744.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134208,140755,-
ENST00000823745.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134213,140753,-
ENST00000823746.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134230,140747,-
ENST00000823747.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134469,140737,-
ENST00000823749.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134471,140737,-
ENST00000823748.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134471,140738,-
ENST00000823750.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134793,140724,-
ENST00000823751.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,134879,140755,-
ENST00000823752.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,135215,140755,-
ENST00000823753.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,135779,140763,-
ENST00000823755.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136114,140742,-
ENST00000823756.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136718,140851,-
ENST00000823759.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136917,140846,-
ENST00000823757.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136917,140847,-
ENST00000823758.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136917,140847,-
ENST00000823760.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136988,140843,-
ENST00000823767.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136989,140695,-
ENST00000823763.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136989,140785,-
ENST00000823761.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136990,140844,-
ENST00000823765.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136992,140749,-
ENST00000823762.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136993,140846,-
ENST00000823766.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,136996,140742,-
ENST00000823782.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140136,-
ENST00000823778.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140465,-
ENST00000823777.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140468,-
ENST00000823776.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140469,-
ENST00000823773.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140747,-
ENST00000823771.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140755,-
ENST00000823772.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140755,-
ENST00000823770.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140763,-
ENST00000823769.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140776,-
ENST00000823768.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137353,140791,-
ENST00000823774.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137355,140742,-
ENST00000823775.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137358,140744,-
ENST00000823784.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137755,138660,-
ENST00000823780.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137755,140747,-
ENST00000823783.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137789,140460,-
ENST00000823781.1,ENSG00000307088.1,ENSG00000307088,GL000205.2,137792,140754,-
ENST00000789624.1,ENSG00000302801.1,ENSG00000302801,GL000205.2,163302,168527,+
ENST00000758507.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,1096,25993,-
ENST00000758506.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,1096,26029,-
ENST00000758508.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,1148,25625,-
ENST00000758510.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,23804,26008,-
ENST00000758509.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,23804,26010,-
ENST00000758511.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,23807,26004,-
ENST00000758512.1,ENSG00000298861.1,ENSG00000298861,GL000213.1,23808,26004,-
ENST00000835512.1,ENSG00000308643.1,ENSG00000308643,GL000213.1,84392,86381,+
ENST00000792427.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30345,96798,+
ENST00000792461.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30349,56777,+
ENST00000792434.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30349,88267,+
ENST00000792423.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30351,101506,+
ENST00000792413.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30351,106038,+
ENST00000792428.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30352,96798,+
ENST00000792478.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30353,49123,+
ENST00000792477.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30353,49655,+
ENST00000792429.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30353,96799,+
ENST00000792415.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30353,106033,+
ENST00000792487.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30354,37085,+
ENST00000792424.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30354,100610,+
ENST00000792472.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,54021,+
ENST00000792462.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,56774,+
ENST00000792463.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,56774,+
ENST00000792464.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,56774,+
ENST00000792438.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,88131,+
ENST00000792437.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,88140,+
ENST00000792436.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,88142,+
ENST00000792435.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,88147,+
ENST00000792425.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,100606,+
ENST00000792416.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30355,106033,+
ENST00000792419.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30356,106030,+
ENST00000792417.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30356,106033,+
ENST00000792483.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,46246,+
ENST00000792484.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,46246,+
ENST00000792485.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,46246,+
ENST00000792479.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,49123,+
ENST00000792480.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,49123,+
ENST00000792481.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,49123,+
ENST00000792482.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,49123,+
ENST00000792474.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,50030,+
ENST00000792473.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,50037,+
ENST00000792469.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,56766,+
ENST00000792467.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,56770,+
ENST00000792465.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,56774,+
ENST00000792466.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,56774,+
ENST00000792460.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,58974,+
ENST00000792440.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,82886,+
ENST00000792430.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,96798,+
ENST00000792431.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,96798,+
ENST00000792422.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,102010,+
ENST00000792420.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,106031,+
ENST00000792418.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,106033,+
ENST00000792414.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30357,106038,+
ENST00000792433.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30358,96793,+
ENST00000792432.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30358,96798,+
ENST00000792475.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30362,50028,+
ENST00000792468.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30362,56774,+
ENST00000792439.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30362,88138,+
ENST00000792470.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30366,56774,+
ENST00000792426.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30366,100606,+
ENST00000792421.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30366,106031,+
ENST00000792459.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30372,61459,+
ENST00000792441.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30381,82883,+
ENST00000792471.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30391,56770,+
ENST00000792486.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30393,46246,+
ENST00000792476.1,ENSG00000303173.1,ENSG00000303173,GL000214.1,30426,50034,+
ENST00000792894.1,ENSG00000303221.1,ENSG00000303221,GL000214.1,50941,53658,-
ENST00000781896.1,ENSG00000301787.1,ENSG00000301787,GL000218.1,20213,23906,+
ENST00000781894.1,ENSG00000301787.1,ENSG00000301787,GL000218.1,20214,30016,+
ENST00000781895.1,ENSG00000301787.1,ENSG00000301787,GL000218.1,20228,29537,+
ENST00000781893.1,ENSG00000301787.1,ENSG00000301787,GL000218.1,20282,31762,+
ENST00000781550.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,59061,97454,-
ENST00000781551.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,63446,97457,-
ENST00000781552.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,71234,97453,-
ENST00000781553.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,73247,97433,-
ENST00000781554.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84591,97419,-
ENST00000781557.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84861,97449,-
ENST00000781555.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84862,97641,-
ENST00000781556.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84864,97599,-
ENST00000781558.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84981,97453,-
ENST00000781560.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84988,97448,-
ENST00000781559.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,84988,97454,-
ENST00000781561.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,87911,97593,-
ENST00000781563.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88347,97420,-
ENST00000781562.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88348,97458,-
ENST00000781564.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88573,97462,-
ENST00000781577.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,95286,-
ENST00000781573.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97414,-
ENST00000781572.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97427,-
ENST00000781571.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97432,-
ENST00000781570.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97439,-
ENST00000781569.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97443,-
ENST00000781568.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97448,-
ENST00000781566.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97453,-
ENST00000781567.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97453,-
ENST00000781565.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88575,97454,-
ENST00000781576.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88577,96886,-
ENST00000781575.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88786,97381,-
ENST00000781574.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,88788,97440,-
ENST00000781578.1,ENSG00000301761.1,ENSG00000301761,GL000218.1,91890,97454,-
ENST00000740923.1,ENSG00000296634.1,ENSG00000296634,GL000219.1,40416,42250,-
ENST00000740570.1,ENSG00000296581.1,ENSG00000296581,GL000219.1,54166,74034,+
ENST00000740806.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,83631,99600,-
ENST00000740805.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,83631,99616,-
ENST00000740807.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,85408,99568,-
ENST00000740808.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,86686,99678,-
ENST00000740809.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,87582,99654,-
ENST00000740814.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88018,99600,-
ENST00000740813.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88018,99638,-
ENST00000740811.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88018,99639,-
ENST00000740817.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88022,98661,-
ENST00000740812.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88022,99642,-
ENST00000740810.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88022,99643,-
ENST00000740816.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88299,99611,-
ENST00000740815.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,88299,99646,-
ENST00000740818.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,96787,99634,-
ENST00000740819.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97311,99662,-
ENST00000740821.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97312,99634,-
ENST00000740826.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97324,99610,-
ENST00000740820.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97324,99666,-
ENST00000740827.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97328,99607,-
ENST00000740824.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97328,99631,-
ENST00000740823.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97328,99634,-
ENST00000740829.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97329,99531,-
ENST00000740828.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97329,99564,-
ENST00000740825.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97329,99615,-
ENST00000740822.1,ENSG00000296618.1,ENSG00000296618,GL000219.1,97329,99642,-
ENST00000740257.1,ENSG00000296546.1,ENSG00000296546,GL000220.1,4413,7279,-
ENST00000740256.1,ENSG00000296546.1,ENSG00000296546,GL000220.1,4413,7369,-
ENST00000740258.1,ENSG00000296546.1,ENSG00000296546,GL000220.1,4557,7231,-
ENST00000740255.1,ENSG00000296546.1,ENSG00000296546,GL000220.1,4557,7660,-
ENST00000740259.1,ENSG00000296546.1,ENSG00000296546,GL000220.1,4580,7152,-
ENST00000811423.1,ENSG00000305511.1,ENSG00000305511,GL000220.1,101861,122357,+
ENST00000811524.1,ENSG00000305525.1,ENSG00000305525,GL000220.1,103657,104499,-
ENST00000811424.1,ENSG00000305511.1,ENSG00000305511,GL000220.1,104556,122360,+
ENST00000741285.1,ENSG00000296713.1,ENSG00000296713,GL000220.1,147633,148469,-
ENST00000741286.1,ENSG00000296713.1,ENSG00000296713,GL000220.1,147646,148457,-
ENST00000806598.1,ENSG00000304845.1,ENSG00000304845,GL000221.1,1758,13471,+
ENST00000806433.1,ENSG00000304816.1,ENSG00000304816,GL000221.1,28623,43941,+
ENST00000806060.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60618,80038,-
ENST00000806062.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60620,80027,-
ENST00000806061.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60623,80041,-
ENST00000806063.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60896,80041,-
ENST00000806073.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60897,79980,-
ENST00000806067.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60900,80031,-
ENST00000806072.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60902,79997,-
ENST00000806070.1,ENSG00000304745.1,ENSG00000304745,GL000221.1,60902,80003,-
